label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09
2	1636 kg	-0.2079	track & field	fish	836 kg/s	1.9538	2.2816	-2.5588	1.0664	-0.5171
6	459 kg	1.3268	ice hockey	dog	-69 kg/s	n/a	1.0959	0.4507	0.1961	-0.9745
0	1459 kg	0.6316	ice hockey	bird	745 kg/s	0.2723	1.4885	-0.7335	1.1053	0.0501
1	1483 kg	1.2486	volleyball	pig, reptile	-207 kg/s	0.2338	0.6212	-0.3085	0.0747	2.3309
6	-252 kg	-0.2897	ice hockey	dog	127 kg/s	1.2141	0.4147	1.361	0.4936	1.0065
4	-158 kg	0.6559	golf	guinea pig	438 kg/s	0.543	1.5018	0.7095	-0.5238	0.007
1	1207 kg	0.3991	volleyball	cat, pig	1006 kg/s	-0.7775	0.3533	0.9002	1.4553	1.0905
5	-1439 kg	0.4027	ice hockey	rabbit	34 kg/s	0.4849	-0.764	1.064	-0.276	-0.1293
4	888 kg	0.3701	golf	guinea pig	-27 kg/s	-1.3428	-0.5897	0.5465	0.2401	1.4297
4	1126 kg	0.3169	golf	guinea pig	1841 kg/s	0.8374	0.0151	1.7951	0.5004	-0.0109
6	2158 kg	0.5347	ice hockey	dog	1333 kg/s	1.1034	0.2866	1.4781	0.8831	-1.297
6	1732 kg	0.1492	ice hockey	dog	601 kg/s	-0.5941	0.4045	0.2836	1.5949	-0.0827
6	315 kg	-0.3168	ice hockey	dog	7 kg/s	0.1589	1.8275	0.3437	1.5616	-0.5445
5	1363 kg	0.1386	motor sports	ferret, hamster	-33 kg/s	-0.0472	-0.7502	0.6612	0.195	0.2059
0	1598 kg	-0.3416	running	bird	2546 kg/s	-0.1662	1.6484	-0.8097	0.4302	1.4218
5	-404 kg	1.9457	badminton	rabbit	1160 kg/s	-0.4128	0.2253	0.9365	0.1595	0.9719
1	1129 kg	NULL	baseball	pig	536 kg/s	0.5192	0.1496	0.6966	2.1066	-0.2985
3	176 kg	1.3796	tennis	chicken	325 kg/s	1.0389	0.3737	-0.2025	1.1552	0.6397
0	72 kg	1.1423	running	bird	440 kg/s	0.3486	1.3799	1.9394	0.2537	1.306
4	-454 kg	0.3048	golf	guinea pig	-1 kg/s	0.7074	1.1326	0.2666	0.577	0.4306
4	618 kg	0.9693	basketball	guinea pig	1370 kg/s	0.0425	1.5234	-0.1015	1.0331	-0.5022
2	487 kg	-1.1079	track & field	fish	488 kg/s	-0.0297	1.443	0.2359	0.4096	0.8018
6	-139 kg	0.5378	ice hockey	dog	361 kg/s	-0.1409	0.7439	0.6755	0.5072	-1.5827
4	1806 kg	0.4554	basketball	guinea pig	1512 kg/s	1.262	0.6682	-1.4671	1.6718	1.5973
3	475 kg	0.1979	tennis	rat	1130 kg/s	0.9582	0.291	-1.0679	1.5552	0.2171
2	2023 kg	0.5165	football	fish	747 kg/s	-1.048	1.2909	-1.3769	0.4547	-1.5668
5	598 kg	1.169	soccer	ferret	352 kg/s	0.7818	-2.1036	1.9099	-0.9793	2.3873
5	-1341 kg	-0.1636	soccer	ferret, hamster	20 kg/s	0.4988	0.517	0.7886	1.7289	0.4077
1	170 kg	0.5237	baseball	reptile	1865 kg/s	0.2042	-0.1716	-0.3567	0.976	0.5124
2	-335 kg	-1.4679	NULL	fish	304 kg/s	0.2764	0.3602	0.3098	0.5914	1.2975
3	1081 kg	0.8304	running	chicken	-110 kg/s	-0.1747	-0.0232	-0.0653	0.728	0.1855
1	-1976 kg	1.896	ice hockey	pig	66 kg/s	-0.1676	0.9051	0.7616	0.7477	1.4287
0	196 kg	-0.7831	running	bird	281 kg/s	-0.5628	0.785	1.4134	1.203	0.7454
5	-1966 kg	-0.0305	badminton	ferret	-636 kg/s	-0.0078	0.6466	1.8776	-0.9685	1.5179
3	2483 kg	0.246	tennis	rabbit	1577 kg/s	-0.5307	0.1798	-0.5894	0.1358	2.2943
5	-133 kg	0.8017	soccer	rabbit, hamster	-46 kg/s	-0.1222	-0.3431	0.3493	-0.0027	2.0844
4	312 kg	0.3612	basketball	guinea pig	2720 kg/s	1.0702	0.9624	-0.9923	1.0363	0.2101
3	2525 kg	0.7014	tennis	rat	1520 kg/s	1.43	-0.755	0.5049	0.1255	1.5723
4	-323 kg	0.6763	basketball	guinea pig	-371 kg/s	0.9845	-0.1117	-0.9114	0.5597	1.134
3	462 kg	0.2271	tennis	chicken	1291 kg/s	0.1609	1.4451	-0.2361	1.4729	0.6291
1	811 kg	1.181	volleyball	cat, reptile	834 kg/s	1.8014	0.5162	-0.679	0.856	-0.1501
2	1891 kg	0.0873	Football	fish	289 kg/s	-0.4452	0.1184	-0.2935	1.1383	0.1732
6	2218 kg	0.906	ice hockey	dog	2137 kg/s	1.0028	1.0498	1.4061	0.2486	-0.7522
6	253 kg	-0.3672	ice hockey	dog	1148 kg/s	0.4723	1.4968	-0.2737	1.9386	0.1775
6	64 kg	1.2964	ice hockey	dog	1575 kg/s	0.8511	0.4665	-0.4636	0.4147	-0.3366
1	941 kg	1.7353	volleyball	Pig	-239 kg/s	0.1559	-0.0377	-0.2509	0.818	0.0783
3	1128 kg	-0.1587	tennis	chicken	506 kg/s	0.4355	1.4628	-0.7053	1.0406	0.1768
6	-1207 kg	1.2435	ice hockey	dog	1103 kg/s	1.5493	1.9363	-0.0164	0.7536	0.1562
5	2137 kg	1.5898	boxing	rabbit, hamster	-539 kg/s	0.0731	1.0225	-0.1006	-0.2659	0.4833
1	-198 kg	-0.4269	volleyball	reptile, cat	-392 kg/s	0.891	-1.0354	1.0779	0.9565	0.4368
2	1399 kg	1.0968	TRACK & FIELD	bird	454 kg/s	0.0515	0.7993	0.1904	0.6516	0.4892
5	689 kg	-1.1431	boxing	ferret, hamster	991 kg/s	-0.9034	0.3527	1.6824	-0.0028	-0.1556
2	1126 kg	1.1511		fish	502 kg/s	0.8671	0.0518	0.2706	-0.1192	-0.2014
3	-490 kg	0.3499	tennis	Rat	1248 kg/s	1.0293	0.4891	-0.243	0.2908	0.3933
5	218 kg	0.0976	soccer	hamster, ferret	779 kg/s	-0.8149	-0.2445	2.4368	-1.0474	1.0322
1	1086 kg	0.5226	volleyball	cat, reptile	-793 kg/s	0.8524	0.2101	0.8227	1.1705	0.2103
6	833 kg	1.042	ice hockey	dog	1634 kg/s	0.5856	0.8702	n/a	1.9248	-0.2744
4	NULL	2.5682	basketball	rabbit	512 kg/s	-0.557	0.3813	-0.6587	1.739	-0.2163
2	924 kg	0.7896	track & field	fish	1918 kg/s	1.7334	1.8258	-0.1789	-0.3132	0.5046
3	1080 kg	1.6479	tennis	rat	-503 kg/s	0.748	0.8394	1.5778	0.6612	1.2049
0	1022 kg	-0.2121	ice hockey	bird	264 kg/s	0.5463	-0.8539	2.5783	-0.7112	0.2343
0	-752 kg	-0.6393	motor sports	bird	2258 kg/s	-0.3557	0.286	-0.1394	0.5091	1.3421
4	177 kg	0.2907	basketball	GUINEA PIG	1761 kg/s	0.296	1.58	0.8226	1.1295	0.1323
6	-262 kg	0.1071	ice hockey	dog	617 kg/s	1.517	0.0945	-0.5362	1.1319	-0.0796
3	671 kg	-0.8033	tennis	rat	642 kg/s	1.5279	1.5969	0.5722	-0.7607	-0.199
1	826 kg	0.1215	baseball	cat, reptile	1088 kg/s	1.1865	-0.1705	NULL	2.2305	1.7072
6	613 kg	0.5767	ice hockey	dog	327 kg/s	0.7074	0.8977	-1.0973	0.8123	0.6859
0	1446 kg	0.69	motor sports	bird	1274 kg/s	-0.2682	0.7849	0.4753	-0.9394	0.8545
2	-700 kg	0.2902	tennis	fish	824 kg/s	0.5557	-0.1117	-0.362	0.0909	-0.3174
0	670 kg	1.199	motor sports	bird	2923 kg/s	0.3768	-0.8947	1.6714	0.4586	1.6823
4	1423 kg	0.6183	golf	guinea pig	-441 kg/s	0.8101	0.3818	0.2178	1.5557	0.825
6	2296 kg	0.6007	ice hockey	dog	1520 kg/s	-0.2192	0.3416	1.5297	1.6905	1.0317
0	1670 kg	0.8935	motor sports	None	334 kg/s	None	1.4158	0.9253	-0.2641	-0.2876
5	845 kg	0.5506	badminton	ferret	-739 kg/s	-0.2165	0.4493	0.0108	1.376	0.2328
4	732 kg	-1.3821	golf	guinea pig	987 kg/s	0.1881	-0.3762	1.1871	0.0684	1.3561
0	-1527 kg	0.193	running	bird	1034 kg/s	0.3198	0.2161	0.0357	0.7222	-0.1225
2	1490 kg	-0.7716	track & field	fish	793 kg/s	-0.2797	1.9156	0.4571	-0.8364	0.0315
0	-210 kg	-0.9243	motor sports	bird	1270 kg/s	-0.4758	1.727	1.5478	-1.2188	0.958
0	1306 kg	0.8445	NULL	bird	1315 kg/s	-0.4308	0.588	2.0031	0.0587	0.7948
5	-344 kg	0.1344	soccer	rabbit, hamster	312 kg/s	-0.34	0.7215	0.822	-0.7002	-0.2242
5	387 kg	1.0153	tennis	hamster, rabbit	-131 kg/s	1.2989	1.4541	1.3955	1.6728	-0.1483
4	72 kg	-0.2647	golf	chicken	1139 kg/s	0.8208	1.5322	-0.479	n/a	-0.3872
3	717 kg	None	tennis	rat	968 kg/s	-1.5569	0.4898	0.9487	0.3423	1.3634
3	2038 kg	-0.1676	tennis	chicken	1508 kg/s	-0.33	0.9783	0.7491	1.739	NULL
0	541 kg	1.2173	running	bird	1162 kg/s	0.5816	-0.0213	1.0086	-0.6211	1.1814
3	33 kg	1.2393	tennis	rat	-561 kg/s	-0.9504	1.7459	0.8178	-0.0237	1.0028
6	-352 kg	0.464	ice hockey	dog	64 kg/s	NULL	1.1937	1.2157	0.9708	1.0774
3	648 kg	0.5311	tennis	rat	1588 kg/s	-0.8735	1.4494	-0.3907	2.1801	0.5137
1	927 kg	2.056	football	cat, pig	1240 kg/s	0.6521	0.7453	0.0795	1.0605	1.0961
6	70 kg	0.1118	ice hockey	guinea pig	459 kg/s	0.7293	-0.862	1.635	2.6834	1.624
3	1542 kg	1.1768	tennis	rat	346 kg/s	-0.0913	0.3599	-0.1501	0.7236	0.6846
0	-70 kg	1.3558	running	bird	3792 kg/s	-0.7365	0.7938	1.0625	-0.04	0.3437
3	1556 kg	-0.0944	tennis	rat	7 kg/s	0.6008	0.4998	1.1545	1.0935	1.3637
5	2856 kg	1.0846	badminton	rabbit, ferret	-148 kg/s	-0.0872	-0.1493	0.081	0.7614	0.4092
5	18 kg	0.6315	soccer	rabbit	-484 kg/s	0.5256	0.6931	1.8231	1.7704	1.945
2	-86 kg	0.562	track & field	fish	1310 kg/s	0.9813	1.3698	-0.1761	0.6566	-0.9607
6	-502 kg	1.0649	ice hockey	dog	-630 kg/s	0.5895	-0.0602	0.2777	1.1385	2.0008
2	1148 kg	0.4541	track & field	fish	414 kg/s	0.99	1.0298	-0.4735	0.1004	0.0135
4	816 kg	-0.8268	basketball	rabbit	312 kg/s	1.2369	-0.1037	0.1539	0.9912	0.5052
0	131 kg	0.2164	motor sports	bird	2817 kg/s	-0.0738	1.0123	-1.5658	0.7963	-0.917
1	-1521 kg	0.5778	Boxing	cat	-584 kg/s	0.5325	-0.2875	-1.5781	1.172	0.9512
6	126 kg	1.5917	Ice Hockey	dog	1395 kg/s	1.2361	1.509	0.6851	0.1031	-0.5613
5	815 kg	-0.57	badminton	ferret, hamster	1102 kg/s	0.1226	0.7057	1.525	-0.094	-0.0394
4	-860 kg	1.2142	golf	guinea pig	972 kg/s	?	0.5804	0.1357	0.7926	-0.1536
4	-487 kg	-0.5481	basketball	guinea pig	944 kg/s	0.0568	1.6722	1.7202	0.3042	0.3324
0	-249 kg	0.716	motor sports	bird	1417 kg/s	-0.4721	1.5947	0.9154	-0.0633	1.6719
1	1481 kg	1.2242	volleyball	cat, pig	1913 kg/s	1.44	0.7929	-0.063	1.1059	0.7947
4	-803 kg	1.4622	basketball	guinea pig	-288 kg/s	-0.6723	1.4999	-0.3103	0.7461	0.2839
0	199 kg	0.5066	motor sports	bird	832 kg/s	-0.1387	1.3626	0.0176	0.719	1.0743
3	3547 kg	0.2005	basketball	rat	-170 kg/s	-0.0214	0.5204	-0.8124	1.6441	0.4714
6	803 kg	-0.0533	Ice Hockey	dog	3024 kg/s	0.8223	1.309	0.6021	1.1696	0.4038
6	942 kg	0.6465	ice hockey	dog	510 kg/s	0.4199	0.0505	0.6958	0.9931	2.2251
0	585 kg	0.5681	running	rabbit, hamster	667 kg/s	-0.7328	2.0178	0.0125	0.1969	0.9369
1	-215 kg	-0.6642	baseball	reptile	941 kg/s	1.285	1.4916	0.3392	1.2154	1.8081
3	1675 kg	-0.491	running	rat	470 kg/s	0.6532	1.1716	-0.8349	0.718	-0.2098
6	-298 kg	1.7379	ice hockey	dog	-356 kg/s	0.625	0.7173	1.0164	-0.2094	-0.3662
6	1264 kg	0.2569	ice hockey	dog	1057 kg/s	1.6626	-0.98	0.875	1.1926	0.2315
1	1686 kg	0.999	volleyball	cat	-137 kg/s	0.0627	-0.5276	-0.6989	1.035	1.4257
3	697 kg	2.4205	tennis	chicken	1643 kg/s	-0.3184	0.3322	0.2233	1.8892	1.257
5	146 kg	-0.8276	soccer	reptile, pig	N/A	-0.608	-0.1855	1.4899	1.5651	-0.2297
5	783 kg	1.1272	boxing	rabbit, ferret	705 kg/s	-0.4997	1.3129	-2.0256	-1.0306	0.4809
0	-407 kg	0.2468	running	bird	1672 kg/s	0.646	-0.4615	-0.1157	0.1425	0.7502
4	810 kg	0.7895	Golf	guinea pig	-1595 kg/s	-0.4943	1.1076	0.8348	0.9729	1.2381
4	648 kg	-0.3708	golf	guinea pig	-706 kg/s	0.0849	0.9959	-0.9332	1.1724	1.6969
5	-50 kg	0.5442	badminton	hamster	458 kg/s	0.1096	1.4586	0.9287	1.1854	-0.4581
5	355 kg	0.7621	boxing	rabbit, hamster	-272 kg/s	-0.2913	0.2257	-0.9919	0.9893	0.2886
2	1725 kg	1.1142	football	fish	-1356 kg/s	0.9059	1.1277	0.003	-0.1768	-0.4614
4	1994 kg	0.6054	golf	guinea pig	-94 kg/s	-0.0457	1.6849	-1.703	1.2559	0.8062
5	454 kg	-0.7499	badminton	hamster, ferret	485 kg/s	-0.3295	0.1578	0.299	-1.2928	-0.9246
0	137 kg	0.0696	running	bird	720 kg/s	-0.0062	0.5589	1.3125	0.4079	0.9157
5	460 kg	1.2123	badminton	hamster, rabbit	-399 kg/s	-0.8211	-0.2963	0.3893	0.0205	-0.6275
0	841 kg	-0.1842	tennis	bird	1083 kg/s	0.208	1.967	0.4977	0.6153	0.2918
4	-2229 kg	0.5341	ice hockey	guinea pig	-147 kg/s	0.2208	1.652	-0.5315	1.1579	0.2691
2	869 kg	1.825	track & field	fish	NULL	1.3766	0.443	-0.1147	-0.091	-0.0886
6	310 kg	1.6514	ice hockey	dog	3137 kg/s	0.8654	1.2706	1.6827	1.0474	0.0881
6	1669 kg	1.9199	ice hockey	dog	-922 kg/s	-0.3642	1.0104	0.579	1.0471	-0.109
2	2154 kg	0.695	track & field	fish	489 kg/s	0.5675	0.7027	-0.7225	-0.2859	0.2924
0	1299 kg	0.0286	motor sports	bird	823 kg/s	0.7108	0.4805	1.4283	-0.4721	0.3218
5	1169 kg	-1.1515	badminton	hamster, ferret	963 kg/s	0.4048	0.3939	-0.6144	0.1299	1.4417
3	2211 kg	0.8296	tennis	chicken	1138 kg/s	-0.2218	1.3511	-0.8486	1.6965	0.6524
3	-96 kg	0.5695	tennis	RAT	-456 kg/s	-0.7189	0.6747	0.2567	0.4689	-0.1747
1	800 kg	0.2047	ice hockey	pig	351 kg/s	-0.8163	0.904	0.7132	0.7161	1.2678
2	372 kg	0.9353	football	fish	778 kg/s	0.6168	0.3495	-1.2019	0.7081	-0.3664
1	-1366 kg	1.3494	baseball	pig	1496 kg/s	1.467	0.2301		0.0309	0.7415
0	2117 kg	-0.9688	motor sports	bird	714 kg/s	-0.7475	0.9208	1.2236	0.3776	2.7539
4	-1099 kg	1.4361	golf	guinea pig	23 kg/s	0.4949	-0.4256	-0.8015	1.6817	0.2856
3	-903 kg	-0.2227	tennis	rat	63 kg/s	-0.1378	0.6286	-0.0225	1.8937	2.2037
5	-20 kg	-0.7301	badminton	ferret	-42 kg/s	-0.4938	0.8814	-0.9146	-0.9065	0.2828
0	1147 kg	-0.0337	running	bird	0 kg/s	-0.2176	0.8438	0.6493	0.529	-0.9412
6	267 kg	0.9227	volleyball	dog	-297 kg/s	0.507	0.7774	-0.059	2.4835	-1.0014
1	507 kg	1.0357	baseball	reptile	1882 kg/s	0.5514	0.1617	0.1324	1.5723	0.5352
0	1885 kg	-0.9032	boxing	bird	-439 kg/s	0.4729	-0.0073	-1.2585	-0.4664	-0.9177
4	-31 kg	-0.2813	basketball	guinea pig	306 kg/s	1.0133	0.5518	-0.6091	2.0088	0.6476
6	-1908 kg	1.226	motor sports	dog	-10 kg/s	1.7824	1.2369	1.0686	3.0223	0.5385
4	-840 kg	1.3874	volleyball	guinea pig	-390 kg/s	-0.1396	0.7076	-0.7573	1.2678	1.2871
0	1865 kg	-0.7734	motor sports	bird	1892 kg/s	2.1628	0.3507	-0.8539	0.1756	-0.1704
0	-246 kg	-0.5035	running	bird	2134 kg/s	0.726	0.4351	0.3998	-0.168	0.3833
3	1922 kg	1.8294	tennis	chicken	2032 kg/s	0.2095	-0.2658	0.7081	2.7213	-0.2416
1	474 kg	1.3074	baseball	reptile	932 kg/s	0.5394	0.5106	0.5084	1.7562	0.8505
6	1849 kg	-0.7359	ice hockey	pig	1508 kg/s	0.0125	1.0537	-0.1976	1.2262	-0.1727
5	-162 kg	0.708	motor sports	hamster, rabbit	728 kg/s	-0.5191	1.3451	1.3178	-0.5182	-0.6718
2	-112 kg	0.4547	track & field	fish	-698 kg/s	-0.2464	0.7695	0.7722	-0.9558	-0.863
6	1317 kg	0.4191	ice hockey	dog	1296 kg/s	0.3597	1.0204	0.2413	1.2856	1.3825
4	261 kg	0.3548	football	guinea pig	1457 kg/s	-0.4219	-0.2196	0.3458	1.4881	NULL
3	-130 kg	0.2782	tennis	rat	238 kg/s	-0.0441	0.1243	0.4293	0.7859	-0.1154
0	2549 kg	0.3283	motor sports	bird	2135 kg/s	-0.5865	1.0916	3.5491	0.1777	0.4738
2	346 kg	?	football	fish	-89 kg/s	-0.3877	1.0983	-0.5106	-0.0278	1.2761
5	87 kg	0.6843	boxing	hamster, ferret	999 kg/s	0.962	-0.6828	0.0688	0.6157	-0.662
0	-224 kg	-0.4329	running	bird	1601 kg/s	-1.31	0.5619	-0.8059	0.3506	-0.1489
2	-143 kg	1.0997	football	fish	866 kg/s	0.4222	0.9765	1.2786	-0.0143	0.2308
1	347 kg	0.3452	volleyball	cat, pig	1853 kg/s	0.8468	0.2848	0.0961	1.1504	1.22
5	1896 kg	1.9023	boxing	rabbit	-831 kg/s	-0.7331	0.5793	0.3378	-0.4641	-0.4517
3	2011 kg	-0.7241	motor sports	chicken	700 kg/s	-0.4907	0.8713	1.0094	0.5268	N/A
4	-135 kg	-0.3275	motor sports	guinea pig	-264 kg/s	1.0844	0.6826	-0.2436	0.0471	1.7002
0	1786 kg	-0.1766	motor sports	bird	-961 kg/s	-1.1194	1.4822	0.6305	0.3501	1.0873
5	485 kg	?	None	hamster, ferret	125 kg/s	-0.518	0.5957	1.1309	-0.3558	0.0616
4	57 kg	0.7769	basketball	guinea pig	499 kg/s	-0.4925	0.3212	-0.6551	1.4177	0.7644
5	585 kg	1.2655	badminton	rabbit	-531 kg/s	-0.1698	0.2189	-0.3666	1.8947	-0.1411
1	-719 kg	0.5345	volleyball	reptile	1653 kg/s	0.4035	-0.1914	0.727	1.7713	0.6437
1	1403 kg	1.0234	volleyball	reptile, cat	2611 kg/s	1.1723	-0.5073	0.8009	0.9672	-0.4443
1	-384 kg	0.2371	baseball	pig, cat	1388 kg/s	0.7636	0.69	-0.8812	1.2898	0.0122
6	-1272 kg	-0.2948	ice hockey	dog	696 kg/s	1.4131	0.7956	0.7559	0.3485	0.0684
1	187 kg	1.2239	baseball	cat	2637 kg/s	0.948	0.4026	-0.6173	0.1535	-0.8963
4	-317 kg	0.1465	track & field	guinea pig	-762 kg/s	-0.1581	1.7331	0.3298	0.2578	-0.006
4	877 kg	0.2755	basketball	guinea pig	183 kg/s	-0.077	2.325	2.007	2.4542	0.1047
3	444 kg	0.3811	tennis	RAT	22 kg/s	0.7654	-0.1797	0.7062	0.9611	-0.365
5	-401 kg	1.4355	badminton	rabbit, hamster	392 kg/s	0.4852	-0.3849	0.3638	0.5838	0.6231
0	-480 kg	-0.6071	running	bird	2385 kg/s	-1.0632	1.9161	0.2127	0.7068	0.7668
0	1383 kg	-0.2274	motor sports	bird	792 kg/s	-0.9186	-0.7316	0.3225	-0.9684	-1.0304
6	305 kg	-0.1291	badminton	dog	1487 kg/s	N/A	1.3313	0.9793	0.5578	-0.5245
5	588 kg	0.7063	boxing	hamster	345 kg/s	-0.7617	-0.1877	-0.1853	-0.7322	0.5365
0	1711 kg	-0.5352	running	bird	2408 kg/s	-0.7713	0.1926	-0.0249	0.3997	0.9431
6	-475 kg	0.2295	ice hockey	dog	-1584 kg/s	0.9875	0.4775	0.4584	0.4347	1.2972
0	2269 kg	0.4128	motor sports	bird	1107 kg/s	0.4158	0.9303	1.4464	0.0691	1.057
2	-234 kg	0.8495	track & field	fish	1070 kg/s	-1.3028	0.5045	-0.699	0.6353	1.1144
2	-202 kg	-0.5968	football	fish	-820 kg/s	0.5427	0.7325	?	-0.8178	-0.1771
2	222 kg	0.5425	track & field	fish	1157 kg/s	1.4047	1.8075	0.3778	-0.193	-0.4486
0	NULL	-0.0759	running	bird	2633 kg/s	-0.0836	1.531	-0.4672	1.1096	2.7932
3	1092 kg	0.0042	tennis	chicken	293 kg/s	-0.3348	0.337	-0.6775	-0.1503	-0.9417
5	335 kg	0.4672	boxing	ferret	-104 kg/s	0.5466	0.6324	0.4787	1.4384	-0.3443
6	-223 kg	-0.112	ice hockey	dog	26 kg/s	0.0749	0.7056	1.0861	1.9292	-0.1358
5	-907 kg	2.5876	soccer	hamster, ferret	-1260 kg/s	-0.4801	0.2334	-1.2728	0.9302	-0.1741
5	-563 kg	0.0709	ice hockey	hamster	1051 kg/s	1.1531	1.6588	0.8313	0.0779	1.8175
6	871 kg	-1.1849	ice hockey	dog	-318 kg/s	0.3621	-0.2987	-0.1679	-0.3335	1.2264
0	994 kg	-0.1662	running	bird	669 kg/s	-0.3247	1.0012	1.5222	0.0624	-0.0814
2	1640 kg	0.0707	track & field	fish	2225 kg/s	0.2663	1.1674	-0.7365	0.3207	1.6261
3	1155 kg	0.2776	tennis	rat	536 kg/s	0.6632	1.2309	1.0867	1.6633	-0.0637
0	502 kg	0.196	running	bird	1243 kg/s	0.2414	0.158	0.9856	-0.4258	0.9578
6	1202 kg	0.9532	ice hockey	dog	485 kg/s	0.6004	1.0796	1.1106	-0.796	-0.5515
3	2013 kg	0.5228	tennis	chicken	1648 kg/s	-0.8202	0.3225	-0.4904	1.1198	0.6735
0	1761 kg	-0.4975	motor sports	bird	1698 kg/s	0.74	0.4415	0.9379	0.6753	0.746
4	376 kg	0.5462	golf	guinea pig	-395 kg/s	NULL	0.7239	2.213	-0.0169	0.4747
2	494 kg	0.2465	Basketball	fish	-214 kg/s	0.4187	1.2601	-0.212	-0.8029	0.0251
0	749 kg	0.5066	running	bird	1763 kg/s	-0.2613	2.0425	1.3612	0.2607	0.3654
1	1819 kg	0.6275	volleyball	pig	1019 kg/s	0.6239	2.0595	-0.729	0.4891	-0.307
4	643 kg	0.1089	basketball	guinea pig	231 kg/s	0.3179	1.2309	0.8954	1.3298	0.2897
0	-18 kg	0.6135	running	bird	1680 kg/s	1.3216	0.6278	-0.0721	-0.8423	2.0639
3	-351 kg	1.0802	tennis	rat	1665 kg/s	-0.3937	1.0178	1.5793	0.1979	-0.4548
6	-1583 kg	0.1822	tennis	dog	28 kg/s	-0.6666	0.3974	1.1054	0.8145	1.0562
6	-1061 kg	1.1909	NULL	dog	1673 kg/s	-0.0108	2.383	0.8824	0.863	0.276
0	-1515 kg	-0.498	running	bird	1543 kg/s	0.2212	0.0728	0.8608	0.1092	0.5995
4	-364 kg	-0.5322	golf	guinea pig	773 kg/s	-0.566	1.8075	1.5581	1.8169	-0.3964
4	1364 kg	0.1243	golf	GUINEA PIG	890 kg/s	0.4985	2.2835	0.2881	1.5056	0.4748
0	575 kg	0.9663	running	bird	-304 kg/s	0.6513	0.5841	-0.9224	0.084	0.2663
1	683 kg	1.6062	baseball	reptile, pig	1926 kg/s	0.7154	-0.3908	-0.407	0.9541	2.4616
0	1902 kg	-0.5427	basketball	bird	400 kg/s	0.3482	0.8271	0.9909	0.7154	0.7444
6	625 kg	-0.0286	ice hockey	dog	2338 kg/s	0.0034	0.4408	0.9547	1.0667	-0.0379
1	1464 kg	-0.5038	baseball	reptile	528 kg/s	-0.4313	0.8944	1.379	0.5896	0.9607
6	565 kg	0.3389	ice hockey	dog	2216 kg/s	1.6533	-0.2946	0.7173	0.5751	0.1339
2	2610 kg	0.8145	football	fish	1215 kg/s	1.6499	0.7716	-0.7698	-0.4343	0.3902
0	1518 kg	-0.2963	running	bird	754 kg/s	-0.1336	1.7958	0.4777	-1.1653	-0.3795
2	-341 kg	0.5056	track & field	fish	-1005 kg/s	-0.8968	1.0423	1.0452	1.0409	1.0475
3	464 kg	-0.1752	tennis	chicken	1279 kg/s	0.5795	-0.1588	0.5409	1.7908	-0.0378
6	1349 kg	-0.3528	ice hockey	Dog	333 kg/s	1.2844	0.2809	-0.0623	0.9545	-0.5577
0	1074 kg	0.5152	running	bird	85 kg/s	0.4662	0.8264	0.5905	0.3803	0.0831
0	668 kg	0.1913	motor sports	bird	-526 kg/s	0.9615	1.2814	1.764	-0.8741	-0.213
2	758 kg	0.7949	football	fish	-1518 kg/s	0.2529	-0.8512	-1.8804	0.0785	0.0428
5	1709 kg	1.3743	motor sports	RABBIT, HAMSTER	551 kg/s	1.1365	-0.5088	0.5273	-1.1923	0.337
1	665 kg	0.7206	volleyball	pig, cat	2347 kg/s	0.2906	1.2295	0.5807	-0.3307	0.451
0	289 kg	-0.0056	motor sports	bird	2357 kg/s	0.4848	-0.2394	-0.4301	1.4478	1.4844
5	1260 kg	0.4967	boxing	ferret	860 kg/s	0.8883	-1.1646	1.6418	0.9286	1.1531
6	584 kg	1.2474	ice hockey	dog	2244 kg/s	-0.4714	1.2054	1.0444	0.5142	0.7992
2	1274 kg	-1.1309	track & field	fish	98 kg/s	-0.0331	0.4061	0.4097	1.3334	0.147
1	451 kg	0.5362	baseball	cat	111 kg/s	0.0581	-0.2915	0.5285	0.833	1.745
6	-210 kg	0.0193	ice hockey	dog	1572 kg/s	1.3145	1.046	0.8412	0.5407	1.4095
2	105 kg	0.88	track & field	fish	1944 kg/s	-0.0171	1.07	0.7022	0.7687	0.9102
6	-977 kg	1.4628	basketball	dog	132 kg/s	-0.4226	1.2715	-1.5138	1.054	1.2156
0	691 kg	-0.0037	running	Bird	950 kg/s	1.1528	2.9838	0.7395	0.1267	2.251
6	-66 kg	0.4584	ice hockey	dog	1984 kg/s	0.3153	0.4974	1.3365	0.6748	0.9312
0	379 kg	-0.2711	soccer	bird	1460 kg/s	0.21	0.6957	1.4807	-0.6521	1.2901
1	-1296 kg	0.4245	tennis	reptile, pig	572 kg/s	0.9078	0.8209	0.1715	2.3379	1.4292
6	-1926 kg	1.2586	ice hockey	DOG	894 kg/s	N/A	1.0048	2.297	1.0213	0.7426
6	315 kg	0.3465	ice hockey	dog	1104 kg/s	-0.1806	1.0612	0.77	0.5692	-0.2151
5	682 kg	-0.352	badminton	hamster, ferret	-19 kg/s	-0.5365	-0.0083	-0.0527	0.5298	1.0535
2	829 kg	-0.3591	track & field	fish	1518 kg/s	1.3238	0.8217	0.1573	-1.0702	0.0341
